@relation filtrado-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C24-L2-V

@attribute Marital_status numeric
@attribute Application_mode numeric
@attribute Application_order numeric
@attribute Course numeric
@attribute Daytime/evening_attendance numeric
@attribute Previous_qualification numeric
@attribute Previous_qualification_(grade) numeric
@attribute Nacionality numeric
@attribute Mother_s_qualification numeric
@attribute Father_s_qualification numeric
@attribute Mother_s_occupation numeric
@attribute Father_s_occupation numeric
@attribute Admission_grade numeric
@attribute Displaced numeric
@attribute Educational_special_needs numeric
@attribute Debtor numeric
@attribute Gender numeric
@attribute Scholarship_holder numeric
@attribute Age_at_enrollment numeric
@attribute International numeric
@attribute Unemployment_rate numeric
@attribute Inflation_rate numeric
@attribute GDP numeric
@attribute TARGET {Dropout,Enrolled,Graduate}

@data
4,39,1,9853,1,19,133.1,1,38,19,9,9,108,0,0,1,0,0,33,0,8.9,1.4,3.51,Enrolled
1,39,1,9085,1,1,133.1,1,3,3,4,2,144.9,1,0,0,0,0,26,0,12.4,0.5,1.79,Enrolled
1,43,1,9670,1,39,110,1,19,3,7,10,110,0,0,0,0,0,21,0,16.2,0.3,-0.92,Enrolled
1,44,1,9085,1,39,140,1,1,19,9,9,140,1,0,0,0,0,20,0,16.2,0.3,-0.92,Enrolled
1,44,1,9085,1,39,150,1,38,1,5,5,150,0,0,0,0,0,20,0,12.7,3.7,-1.7,Enrolled
1,39,1,9003,1,19,133.1,1,37,37,9,4,140,0,0,0,1,0,43,0,16.2,0.3,-0.92,Enrolled
5,39,1,9147,1,1,133.1,1,19,19,9,9,119.8,0,0,0,1,0,26,0,11.1,0.6,2.02,Enrolled
1,43,1,9130,1,1,130,1,1,1,1,1,130,1,0,0,1,0,33,0,9.4,-0.8,-3.12,Enrolled
1,17,1,9254,1,1,119,1,1,1,4,10,125,0,0,0,1,0,19,0,10.8,1.4,1.74,Enrolled
1,17,3,9070,1,1,131,1,38,37,5,5,120.2,1,0,0,1,0,18,0,15.5,2.8,-4.06,Enrolled
1,1,1,9147,1,1,120,1,34,34,99,99,111.6,0,0,1,1,1,21,0,10.8,1.4,1.74,Enrolled
1,1,2,9147,1,1,116,1,37,1,5,3,124.8,1,0,0,1,0,20,0,7.6,2.6,0.32,Enrolled
1,44,1,9003,1,1,120,1,1,3,144,123,120,0,0,0,1,0,19,0,16.2,0.3,-0.92,Enrolled
1,39,1,9119,1,1,130,1,19,37,9,9,134,0,0,0,1,1,24,0,12.7,3.7,-1.7,Enrolled
1,1,1,9254,1,1,133.1,1,3,1,2,4,125,0,0,0,1,0,21,0,12.7,3.7,-1.7,Enrolled
1,39,1,9119,1,1,133.1,1,37,19,9,3,123,0,0,0,1,1,28,0,9.4,-0.8,-3.12,Enrolled
1,51,1,9085,1,40,120,1,3,3,4,2,125,0,0,0,0,0,28,0,11.1,0.6,2.02,Enrolled
1,44,1,9085,1,1,130,1,1,1,4,3,130,1,0,0,0,0,20,0,12.4,0.5,1.79,Enrolled
1,1,3,9853,1,1,122,1,3,3,2,2,112.6,1,0,0,0,0,23,0,7.6,2.6,0.32,Enrolled
1,44,1,9085,1,39,160,1,1,1,4,4,160,1,0,0,0,0,23,0,12.4,0.5,1.79,Enrolled
1,43,1,9556,1,1,126,1,2,3,3,2,100,0,0,0,0,0,25,0,10.8,1.4,1.74,Enrolled
1,1,2,9500,1,1,106,1,1,19,4,4,106.4,1,0,0,0,1,19,0,12.4,0.5,1.79,Enrolled
1,44,1,9003,1,39,150,1,1,38,4,9,150,0,0,0,1,1,20,0,15.5,2.8,-4.06,Enrolled
1,44,1,9003,1,39,130,1,3,1,4,6,130,0,0,0,1,0,19,0,12.4,0.5,1.79,Enrolled
1,43,1,9500,1,1,125,1,37,37,9,7,123.6,1,0,0,0,1,18,0,7.6,2.6,0.32,Enrolled
1,1,3,9500,1,1,131,1,19,3,3,2,126.1,1,0,0,0,0,18,0,15.5,2.8,-4.06,Enrolled
1,44,1,9003,1,39,140,1,4,4,4,2,120,1,0,0,1,0,22,0,12.4,0.5,1.79,Enrolled
1,1,1,9119,1,1,142,1,1,38,4,3,129.8,1,0,0,1,0,18,0,10.8,1.4,1.74,Enrolled
1,17,1,9670,1,1,128,1,37,37,9,9,135.7,1,0,0,1,0,19,0,10.8,1.4,1.74,Enrolled
1,43,1,9070,1,1,100,1,37,37,9,9,108,1,0,0,1,0,34,0,7.6,2.6,0.32,Enrolled
1,1,1,9254,1,1,125,1,37,37,9,9,122.9,0,0,0,1,1,19,0,10.8,1.4,1.74,Enrolled
1,1,1,9238,1,1,125,1,19,38,7,7,118.7,0,0,0,1,0,20,0,15.5,2.8,-4.06,Enrolled
1,1,1,9254,1,1,128,1,19,19,7,8,120,1,0,0,0,1,20,0,12.4,0.5,1.79,Enrolled
1,1,1,9238,1,1,108,1,19,38,9,9,107.3,0,1,0,0,1,19,0,12.4,0.5,1.79,Enrolled
1,18,1,9853,1,1,133.1,1,1,19,141,182,106,1,0,1,0,0,21,0,8.9,1.4,3.51,Enrolled
1,1,4,9670,1,1,130,1,1,1,9,9,124.1,1,0,0,0,0,18,0,8.9,1.4,3.51,Enrolled
1,1,6,9500,1,1,120,41,1,1,9,6,114.8,1,0,0,0,0,21,1,11.1,0.6,2.02,Enrolled
1,17,5,9070,1,1,125,1,19,1,5,5,122.6,1,0,0,1,0,22,0,9.4,-0.8,-3.12,Enrolled
2,7,1,9147,1,3,120,1,37,37,9,9,120,0,0,0,0,0,33,0,10.8,1.4,1.74,Enrolled
1,17,3,9254,1,1,127,1,37,37,9,6,123.5,1,0,0,0,1,20,0,7.6,2.6,0.32,Enrolled
2,39,1,9147,1,1,140,1,37,37,6,10,131.8,0,0,0,0,0,35,0,10.8,1.4,1.74,Enrolled
1,1,1,9238,1,1,157,1,3,38,1,5,136.7,1,0,0,0,0,22,0,9.4,-0.8,-3.12,Enrolled
1,17,1,9773,1,1,144,1,19,19,4,4,130.7,1,0,0,0,0,20,0,7.6,2.6,0.32,Enrolled
1,1,1,9670,1,1,119,1,37,37,10,6,119.7,1,0,0,0,0,20,0,7.6,2.6,0.32,Enrolled
1,1,1,171,1,1,125,1,19,19,5,4,136.2,1,0,1,1,0,21,0,8.9,1.4,3.51,Enrolled
1,43,1,9147,1,1,127,25,1,5,9,10,124.2,1,0,0,1,0,23,1,15.5,2.8,-4.06,Enrolled
1,39,1,9003,1,1,140,1,19,19,9,6,135.4,1,0,0,0,0,24,0,12.4,0.5,1.79,Enrolled
1,1,1,9147,1,1,126,1,19,19,9,9,115.2,0,0,1,0,0,19,0,12.4,0.5,1.79,Enrolled
1,1,1,9254,1,1,123,1,38,37,5,5,125.1,0,0,0,0,0,19,0,16.2,0.3,-0.92,Enrolled
1,1,3,9254,1,1,121,1,19,19,9,9,125.9,1,0,0,0,0,22,0,9.4,-0.8,-3.12,Enrolled
2,39,1,9147,1,1,120,1,37,37,5,5,124.6,0,0,0,0,0,36,0,10.8,1.4,1.74,Enrolled
1,1,1,9500,1,1,103,1,1,19,9,9,108.3,0,0,0,0,1,20,0,11.1,0.6,2.02,Enrolled
4,39,1,9773,1,38,133.1,1,19,19,7,9,133,0,0,0,0,0,40,0,16.2,0.3,-0.92,Enrolled
1,5,1,9147,1,1,126,1,19,38,5,6,117.3,1,0,0,0,0,19,0,13.9,-0.3,0.79,Enrolled
1,15,1,9556,1,1,114,26,3,19,122,144,114,0,0,0,0,0,20,1,8.9,1.4,3.51,Enrolled
4,1,1,9991,0,1,140,1,37,37,9,7,139,0,0,0,0,1,38,0,9.4,-0.8,-3.12,Enrolled
1,1,1,171,1,1,133.1,1,19,38,9,8,128.2,1,0,0,1,1,19,0,8.9,1.4,3.51,Enrolled
1,17,1,9238,1,1,130,1,37,37,9,9,122,1,0,0,0,1,21,0,12.7,3.7,-1.7,Enrolled
1,17,2,9500,1,1,145,1,2,38,3,8,136.3,1,0,0,0,0,18,0,12.7,3.7,-1.7,Enrolled
1,43,1,9070,1,1,150,1,2,3,3,2,140.8,0,0,0,0,0,19,0,10.8,1.4,1.74,Enrolled
1,42,1,9003,1,39,140,1,19,1,5,5,140,0,0,0,0,0,22,0,15.5,2.8,-4.06,Enrolled
1,17,1,171,1,1,146,1,1,38,9,9,135.5,1,0,1,0,0,22,0,11.1,0.6,2.02,Enrolled
1,43,1,8014,0,1,120,1,38,19,5,4,118.3,0,0,0,0,0,20,0,12.7,3.7,-1.7,Enrolled
2,39,1,9238,1,19,133.1,1,1,2,4,6,130,0,0,0,0,0,31,0,9.4,-0.8,-3.12,Enrolled
1,1,2,9670,1,1,143,1,37,37,9,7,131.8,1,0,0,0,1,18,0,12.4,0.5,1.79,Enrolled
1,1,1,9085,1,1,131,1,37,37,9,6,130.7,0,0,1,0,0,21,0,10.8,1.4,1.74,Enrolled
1,17,3,9254,1,1,115,1,37,19,5,5,109.8,1,0,0,0,0,19,0,10.8,1.4,1.74,Enrolled
1,39,1,9500,1,1,130,1,38,37,5,7,120,1,0,0,0,1,25,0,9.4,-0.8,-3.12,Enrolled
2,43,1,9991,0,1,140,1,37,37,3,10,107.8,0,0,0,0,0,33,0,7.6,2.6,0.32,Enrolled
1,43,1,9556,1,1,149,1,1,1,4,8,140.2,1,1,0,0,0,20,0,12.7,3.7,-1.7,Enrolled
1,1,2,9147,1,1,125,1,1,19,4,9,124,1,0,0,0,0,19,0,10.8,1.4,1.74,Enrolled
1,1,3,9070,1,1,128,1,19,19,3,3,129.8,1,0,0,0,0,20,0,9.4,-0.8,-3.12,Enrolled
1,1,1,9085,1,1,145,1,38,37,3,9,138.4,1,0,0,0,0,18,0,8.9,1.4,3.51,Enrolled
1,1,1,9085,1,1,147,1,37,19,9,5,133.7,1,0,0,0,1,19,0,10.8,1.4,1.74,Enrolled
1,43,1,9500,1,1,121,1,38,19,5,5,115.4,1,0,0,0,1,24,0,12.7,3.7,-1.7,Enrolled
1,1,3,9085,1,1,134,1,38,19,9,5,129.1,0,0,0,0,0,19,0,7.6,2.6,0.32,Enrolled
1,44,1,9085,1,39,140,1,3,38,2,9,140,1,0,0,0,0,21,0,12.4,0.5,1.79,Enrolled
1,1,1,9254,1,1,118,1,37,37,7,7,114.2,0,0,0,0,0,18,0,16.2,0.3,-0.92,Enrolled
1,39,1,9556,1,1,130,1,19,38,9,8,113.3,0,0,0,0,0,24,0,12.4,0.5,1.79,Enrolled
1,43,1,9556,1,1,128,1,38,38,7,8,123.5,1,0,0,0,0,22,0,12.7,3.7,-1.7,Enrolled
4,39,1,9085,1,1,140,1,37,37,9,9,154.6,0,0,0,0,1,44,0,8.9,1.4,3.51,Enrolled
1,1,1,9147,1,1,117,1,37,37,9,9,120.2,1,0,0,0,0,20,0,7.6,2.6,0.32,Enrolled
1,1,1,171,1,1,135,1,19,4,9,2,143.8,1,0,1,0,0,19,0,12.7,3.7,-1.7,Enrolled
1,1,3,9500,1,1,131,1,37,37,9,9,118,1,0,0,0,1,18,0,12.7,3.7,-1.7,Enrolled
1,17,2,9254,1,1,118,22,19,37,9,9,110.3,1,0,0,0,0,18,1,11.1,0.6,2.02,Enrolled
1,18,1,9991,0,1,133.1,1,38,38,5,5,145,0,0,0,0,1,21,0,10.8,1.4,1.74,Enrolled
1,18,5,9853,1,1,110,1,19,37,7,7,110,1,0,0,0,0,20,0,10.8,1.4,1.74,Enrolled
1,1,1,9238,1,1,135,1,38,38,4,7,121.7,1,0,0,0,1,18,0,7.6,2.6,0.32,Enrolled
1,43,2,9147,1,1,131,1,19,37,5,9,123.7,1,0,0,0,0,18,0,7.6,2.6,0.32,Enrolled
1,39,1,9085,1,1,133.1,1,37,37,9,9,148.2,1,0,1,0,0,27,0,12.4,0.5,1.79,Enrolled
1,17,1,9853,1,1,127,1,38,37,5,7,121.8,1,0,1,0,0,18,0,10.8,1.4,1.74,Enrolled
1,1,1,9991,0,1,131,1,19,37,9,9,118.4,1,0,0,0,0,20,0,7.6,2.6,0.32,Enrolled
1,17,2,9085,1,1,138,1,37,37,9,7,123.3,1,0,0,0,0,19,0,9.4,-0.8,-3.12,Enrolled
1,44,1,9085,1,39,140,1,1,39,3,9,140,1,0,0,0,0,20,0,13.9,-0.3,0.79,Enrolled
1,17,2,9853,1,1,150,1,37,37,5,6,132.5,1,0,0,0,0,22,0,10.8,1.4,1.74,Enrolled
1,5,1,9853,1,1,119,1,1,38,5,8,118.3,1,0,0,0,0,22,0,9.4,-0.8,-3.12,Enrolled
1,17,1,171,1,1,125,1,1,1,7,3,143.9,1,0,0,0,0,20,0,15.5,2.8,-4.06,Enrolled
1,17,3,9773,1,1,135,1,1,19,5,7,135,0,0,0,0,0,18,0,12.4,0.5,1.79,Enrolled
2,39,1,8014,0,1,133.1,1,37,37,5,4,134.5,0,0,0,0,0,45,0,15.5,2.8,-4.06,Enrolled
1,39,1,9991,0,1,140,1,38,19,9,5,130,0,0,1,0,0,25,0,12.7,3.7,-1.7,Enrolled
1,1,2,9147,1,1,113,1,38,38,9,5,107.4,1,0,0,1,0,20,0,12.4,0.5,1.79,Enrolled
1,1,3,9238,1,1,133.1,1,1,1,9,9,100,1,0,0,1,0,22,0,8.9,1.4,3.51,Enrolled
1,1,4,9500,1,1,127,1,19,37,7,7,121.5,1,0,0,1,0,20,0,7.6,2.6,0.32,Enrolled
1,1,1,9070,1,1,132,1,4,39,2,2,136.6,1,0,0,0,0,18,0,13.9,-0.3,0.79,Enrolled
1,17,5,9670,1,1,115,1,1,19,5,5,117.1,0,0,0,0,0,21,0,7.6,2.6,0.32,Enrolled
1,44,1,171,1,39,140,1,1,1,9,9,140,0,0,0,1,0,21,0,15.5,2.8,-4.06,Enrolled
1,17,2,9070,1,1,142,1,3,1,2,4,141,1,0,0,1,0,18,0,10.8,1.4,1.74,Enrolled
1,17,2,9085,1,1,123,1,3,19,2,9,118.9,0,0,0,1,0,18,0,7.6,2.6,0.32,Enrolled
1,1,1,9254,1,1,131,1,37,19,9,9,134.5,1,0,0,1,0,25,0,7.6,2.6,0.32,Enrolled
1,17,1,9119,1,1,141,1,37,1,9,2,133,1,0,0,1,0,18,0,7.6,2.6,0.32,Enrolled
1,1,1,9085,1,1,133.1,1,3,1,4,9,105,1,0,0,1,0,21,0,12.4,0.5,1.79,Enrolled
1,39,2,9556,1,1,130,1,37,19,9,8,110,0,0,0,1,1,24,0,12.7,3.7,-1.7,Enrolled
1,1,5,9147,1,1,134,1,3,2,2,2,134.7,0,0,0,1,0,22,0,7.6,2.6,0.32,Enrolled
1,39,1,9003,1,1,130,1,38,19,9,6,120,1,0,0,1,0,28,0,15.5,2.8,-4.06,Enrolled
1,1,6,9119,1,1,135,1,2,1,3,5,123.5,1,0,0,1,0,18,0,7.6,2.6,0.32,Enrolled
1,15,1,9147,1,1,135,26,1,1,9,7,135,0,0,1,1,0,21,1,8.9,1.4,3.51,Enrolled
4,39,1,9991,0,1,147,1,19,19,7,8,147.9,0,0,0,0,0,28,0,10.8,1.4,1.74,Enrolled
1,1,1,9147,1,1,123,1,1,1,4,6,118.8,1,0,0,0,0,21,0,7.6,2.6,0.32,Enrolled
1,1,2,9773,1,1,129,1,37,37,9,7,117.1,1,0,0,0,0,20,0,9.4,-0.8,-3.12,Enrolled
1,1,1,9670,1,1,131,1,37,37,9,6,127.2,0,0,0,0,1,18,0,9.4,-0.8,-3.12,Enrolled
1,17,2,9500,1,1,140,1,1,1,5,10,128.5,1,0,0,0,0,18,0,12.4,0.5,1.79,Enrolled
4,39,1,9991,0,1,150,1,37,38,9,9,146.2,0,0,0,0,0,30,0,12.4,0.5,1.79,Enrolled
1,17,1,9238,1,1,132,1,37,37,9,9,123.6,1,0,0,0,0,18,0,7.6,2.6,0.32,Enrolled
1,1,1,9500,1,1,136,1,2,2,3,3,120,1,0,0,1,0,18,0,7.6,2.6,0.32,Enrolled
1,1,1,9238,1,1,124,1,37,37,7,9,121.2,0,0,0,0,0,19,0,7.6,2.6,0.32,Enrolled
1,1,2,9238,1,1,145,1,1,19,4,8,121.4,0,0,0,0,0,20,0,9.4,-0.8,-3.12,Enrolled
2,7,1,9500,1,3,130,1,37,37,9,5,130,0,0,0,0,0,32,0,15.5,2.8,-4.06,Enrolled
1,1,1,9147,1,1,151,1,37,1,4,10,138.4,0,0,0,0,0,18,0,10.8,1.4,1.74,Enrolled
1,5,4,9853,1,1,116,1,3,38,3,8,110.4,1,0,0,0,0,21,0,9.4,-0.8,-3.12,Enrolled
1,18,2,9853,1,1,168,1,1,19,3,9,126.8,1,0,0,1,0,18,0,10.8,1.4,1.74,Enrolled
1,1,1,9070,1,1,145,1,1,38,5,7,127.5,1,0,0,1,0,20,0,10.8,1.4,1.74,Enrolled
1,43,1,9070,1,1,125,1,19,19,7,8,133.4,1,0,0,1,1,19,0,13.9,-0.3,0.79,Enrolled
1,43,1,33,1,1,143,1,37,1,9,10,121.2,1,0,0,1,0,25,0,12.4,0.5,1.79,Enrolled
